Exited,Scaled Score,France,Spain,Male,Scaled Age,Scaled Tenure,Scaled Balance,NumOfProducts,Balance to Salary ratio,Product to tenure ratio,Age Tenure,Engagement Score,Scaled Salary ,IsActiveMember,Female,Germany,Age,Tenure,HasCrCard,Balance,EstimatedSalary,Year,Credit Score
0,-1.05,0,0,0,-0.18,-1.39,0.87,2,102%,2,0.03,200%,0.49,1,1,1,37,1,1,"? 1,30,622.34","? 1,28,499.94",2025,549
0,-1.62,0,0,0,-0.09,0.69,1.58,1,436%,0.14,0.18,0%,-1.04,0,1,1,38,7,1,"? 1,74,937.64","? 40,084.32",2025,494
0,-1.83,1,0,1,-0.18,-0.7,0.35,1,130%,0.33,0.08,0%,-0.42,0,0,0,37,3,0,"? 98,431.37","? 75,698.44",2025,474
0,-1.39,0,0,1,-0.66,-0.7,1.1,2,130%,0.67,0.09,0%,0.2,0,0,1,32,3,0,"? 1,45,166.09","? 1,11,421.45",2025,516
0,0.23,0,1,0,1.72,-0.35,-1.23,2,0%,0.5,0.07,50%,-0.88,1,1,0,57,4,1,? 0.00,"? 49,684.09",2025,673
0,0.17,1,0,0,-1.42,-0.35,-1.23,2,0%,0.5,0.17,50%,-1.14,1,1,0,24,4,0,? 0.00,"? 34,335.55",2025,667
0,-0.05,0,0,0,-0.37,-1.39,0.73,2,85%,2,0.03,200%,0.74,1,1,1,35,1,1,"? 1,21,952.75","? 1,42,839.82",2025,646
0,1.76,0,0,0,-0.76,-1.04,-0.12,1,271%,0.5,0.06,50%,-1.3,1,1,1,31,2,1,"? 68,927.57","? 25,445.00",2025,821
0,0.28,0,0,0,-0.85,-1.39,1.01,2,865%,2,0.03,200%,-1.46,1,1,1,30,1,0,"? 1,39,676.95","? 16,146.00",2025,678
0,0.14,0,0,1,-1.33,0.34,1.54,2,160%,0.33,0.24,33%,0.14,1,0,1,25,6,1,"? 1,72,812.72","? 1,08,008.65",2025,664
0,-0.55,0,0,0,-0.37,1.03,0.88,1,68%,0.13,0.23,13%,1.61,1,1,1,35,8,1,"? 1,31,101.04","? 1,92,852.67",2025,597
0,-0.56,1,0,1,-0.18,-1.04,-1.23,1,0%,0.5,0.05,50%,0.37,1,0,0,37,2,0,? 0.00,"? 1,21,175.86",2025,596
0,1.09,1,0,1,0.1,-1.39,0.29,1,83%,1,0.03,0%,0.25,0,0,0,40,1,1,"? 94,773.11","? 1,14,279.63",2025,756
0,-0.16,1,0,0,3.15,-0.35,-0.03,1,273%,0.25,0.06,25%,-1.26,1,1,0,72,4,0,"? 74,812.84","? 27,448.33",2025,635
0,1.64,1,0,1,-0.28,1.38,-0.12,2,63%,0.22,0.25,22%,0.16,1,0,0,36,9,0,"? 68,881.59","? 1,09,135.11",2025,809
0,0,1,0,1,-0.37,-1.04,0.17,1,50%,0.5,0.06,0%,1.29,0,0,0,35,2,1,"? 86,911.80","? 1,74,094.24",2025,651
0,1.29,0,1,1,-0.85,-0.35,-1.23,2,0%,0.5,0.13,50%,-0.74,1,0,0,30,4,0,? 0.00,"? 57,461.13",2025,775
0,-0.12,0,1,0,0.01,-1.39,1.05,1,153%,1,0.03,0%,-0.13,0,1,0,39,1,1,"? 1,41,789.15","? 92,455.96",2025,639
0,0.09,1,0,1,0.39,-1.39,0.47,2,394%,2,0.02,0%,-1.27,0,0,0,43,1,1,"? 1,06,086.42","? 26,900.63",2025,659
0,0.33,1,0,1,0.1,-0.35,-1.23,2,0%,0.5,0.1,50%,0.71,1,0,0,40,4,1,? 0.00,"? 1,40,745.91",2025,682
0,1.33,0,0,0,-1.42,1.72,0.73,2,280%,0.2,0.42,0%,-0.98,0,1,1,24,10,1,"? 1,22,200.31","? 43,705.56",2025,779
0,-1.37,1,0,0,0.58,1.03,-1.23,2,0%,0.25,0.18,25%,-1.11,1,1,0,45,8,1,? 0.00,"? 36,193.07",2025,518
0,-0.11,0,0,1,-0.56,1.03,0.08,2,234%,0.25,0.24,0%,-1.13,0,0,1,33,8,0,"? 81,677.22","? 34,925.56",2025,640
0,1.11,1,0,1,-0.37,0.69,-1.23,2,0%,0.29,0.2,0%,-0.38,0,0,0,35,7,1,? 0.00,"? 77,951.84",2025,758
0,0.63,1,0,1,-1.04,1.03,-1.23,2,0%,0.25,0.29,25%,-0.62,1,0,0,28,8,1,? 0.00,"? 64,286.39",2025,711
0,-0.05,1,0,0,-0.56,-1.04,-1.23,2,0%,1,0.06,0%,1.71,0,1,0,33,2,0,? 0.00,"? 1,98,208.00",2025,646
0,-1.58,1,0,1,3.25,-1.04,1.5,2,103%,1,0.03,100%,1.14,1,0,0,73,2,1,"? 1,70,241.70","? 1,65,407.96",2025,498
0,-0.43,1,0,1,1.34,0.69,-1.23,2,0%,0.29,0.13,29%,-0.83,1,0,0,53,7,0,? 0.00,"? 52,332.85",2025,609
0,-0.7,1,0,0,-0.09,1.72,-1.23,2,0%,0.2,0.26,20%,0.23,1,1,0,38,10,0,? 0.00,"? 1,13,597.64",2025,583
0,1.47,1,0,0,0.2,-0.7,1.05,1,138%,0.33,0.07,0%,0.05,0,1,0,41,3,1,"? 1,41,806.46","? 1,02,921.17",2025,793
0,-1.07,0,1,0,-0.76,1.38,-1.23,2,0%,0.22,0.29,0%,-0.01,0,1,0,31,9,0,? 0.00,"? 99,294.22",2025,547
0,-0.44,0,0,0,0.1,0.69,0.32,1,60%,0.14,0.18,0%,1.06,0,1,1,40,7,0,"? 96,202.32","? 1,61,154.85",2025,608
0,1.63,0,1,0,2.68,1.72,0.77,1,73%,0.1,0.15,10%,1.21,1,1,0,67,10,0,"? 1,24,577.15","? 1,69,894.40",2025,808
0,0.29,1,0,1,-0.28,-1.39,0.33,1,51%,1,0.03,0%,1.55,0,0,0,36,1,1,"? 97,234.58","? 1,88,997.08",2025,679
0,1.63,1,0,1,0.2,-1.73,-1.23,1,0%,1,0,100%,-0.35,1,0,0,41,0,1,? 0.00,"? 79,888.78",2025,808
0,-1.85,1,0,1,-0.95,1.03,0.42,1,57%,0.13,0.28,13%,1.41,1,0,0,29,8,0,"? 1,02,490.27","? 1,81,224.56",2025,472
0,0.12,0,0,1,-0.85,0,0.62,2,77%,0.4,0.17,40%,0.86,1,0,1,30,5,1,"? 1,15,286.68","? 1,49,587.92",2025,662
0,-0.14,0,1,0,0.48,-1.73,1.3,1,131%,1,0,100%,0.35,1,1,0,44,0,1,"? 1,57,622.58","? 1,20,454.20",2025,637
0,0.63,1,0,0,-0.95,1.38,-1.23,2,0%,0.22,0.31,22%,-1.68,1,1,0,29,9,0,? 0.00,"? 3,234.80",2025,711
0,0.62,1,0,0,-0.66,-0.7,-1.23,1,0%,0.33,0.09,0%,-0.09,0,1,0,32,3,1,? 0.00,"? 94,790.34",2025,710
0,-1.71,0,1,1,-0.66,0.34,0.41,2,53%,0.33,0.19,33%,1.63,1,0,0,32,6,1,"? 1,02,238.01","? 1,94,010.12",2025,485
0,-0.32,0,1,1,0.29,1.38,0.72,1,415%,0.11,0.21,11%,-1.23,1,0,0,42,9,1,"? 1,21,490.05","? 29,296.74",2025,620
0,-0.9,0,1,0,-0.37,1.38,-1.23,2,0%,0.22,0.26,22%,0.1,1,1,0,35,9,1,? 0.00,"? 1,05,837.38",2025,564
0,1.26,0,1,1,0.2,1.72,0.31,1,127%,0.1,0.24,10%,-0.42,1,0,0,41,10,1,"? 96,032.22","? 75,825.57",2025,772
0,1.77,1,0,1,1.06,0.69,-1.23,2,0%,0.29,0.14,29%,-1.57,1,0,0,50,7,1,? 0.00,"? 10,062.80",2025,822
0,0.7,0,1,1,-0.47,0,0.6,2,370%,0.4,0.15,0%,-1.21,0,0,0,34,5,1,"? 1,13,922.44","? 30,772.22",2025,718
0,-0.75,1,0,1,-0.85,-0.35,1.49,1,151%,0.25,0.13,0%,0.21,0,0,0,30,4,1,"? 1,69,462.09","? 1,12,187.11",2025,578
0,0.41,1,0,1,-1.71,1.03,-1.23,2,0%,0.25,0.38,25%,0.97,1,0,0,21,8,1,? 0.00,"? 1,55,782.89",2025,690
0,2.06,0,0,0,0.01,0,0.61,1,115%,0.2,0.13,0%,-0.01,0,1,1,39,5,1,"? 1,14,491.82","? 99,689.48",2025,850
0,-2.11,1,0,0,-0.66,1.72,-1.23,1,0%,0.1,0.31,10%,0.9,1,1,0,32,10,1,? 0.00,"? 1,51,815.76",2025,447
0,1.62,0,0,1,-0.18,1.72,0.86,2,76%,0.2,0.27,20%,1.25,1,0,1,37,10,0,"? 1,30,110.45","? 1,72,097.95",2025,807
0,1.57,0,0,1,-0.76,-1.39,0.78,1,67%,1,0.03,100%,1.52,1,0,1,31,1,1,"? 1,25,013.72","? 1,87,658.09",2025,802
0,-1.43,0,1,0,-0.37,0,0.77,1,663%,0.2,0.14,20%,-1.41,1,1,0,35,5,1,"? 1,24,580.69","? 18,785.48",2025,512
0,-1.59,1,0,1,0.2,1.38,-1.23,1,0%,0.11,0.22,0%,-1.36,0,0,0,41,9,0,? 0.00,"? 22,074.48",2025,497
0,-0.58,0,1,0,0.96,-1.04,0.8,2,103%,1,0.04,100%,0.4,1,1,0,49,2,0,"? 1,26,615.94","? 1,23,214.74",2025,594
0,1.61,1,0,0,2.68,-1.39,-1.23,2,0%,2,0.01,200%,0.07,1,1,0,67,1,0,? 0.00,"? 1,03,945.58",2025,806
0,1.19,0,0,1,-0.85,-0.35,0.82,2,442%,0.5,0.13,50%,-1.24,1,0,1,30,4,1,"? 1,27,786.28","? 28,879.30",2025,766
0,2.06,1,0,0,-0.09,-1.73,0.49,1,72%,1,0,100%,0.85,1,1,0,38,0,0,"? 1,06,831.69","? 1,48,977.72",2025,850
0,-0.57,0,0,0,0.2,1.38,1.19,2,185%,0.22,0.22,22%,-0.32,1,1,1,41,9,0,"? 1,50,463.11","? 81,548.38",2025,595
0,-0.79,1,0,1,-0.56,1.03,0.38,1,97%,0.13,0.24,0%,0.05,0,0,0,33,8,1,"? 1,00,267.03","? 1,03,006.27",2025,574
0,1.58,1,0,0,-1.23,-0.35,-1.23,2,0%,0.5,0.15,50%,1.41,1,1,0,26,4,1,? 0.00,"? 1,81,208.47",2025,803
0,2.06,1,0,1,0.01,0.34,0.33,1,80%,0.17,0.15,17%,0.38,1,0,0,39,6,1,"? 96,863.13","? 1,21,681.19",2025,850
0,-0.7,1,0,1,0.01,-1.39,0.85,2,177%,2,0.03,0%,-0.47,0,0,0,39,1,1,"? 1,29,299.28","? 73,107.60",2025,583
0,-0.44,1,0,0,-0.85,1.03,0.15,1,60%,0.13,0.27,0%,0.74,0,1,0,30,8,0,"? 85,859.76","? 1,42,730.27",2025,608
0,2.01,1,0,1,-0.56,1.03,1.41,1,109%,0.13,0.24,0%,0.88,0,0,0,33,8,1,"? 1,64,385.53","? 1,50,664.97",2025,845
0,-0.44,1,0,1,0.29,0,-1.23,2,0%,0.4,0.12,0%,1.36,0,0,0,42,5,1,? 0.00,"? 1,78,504.29",2025,608
0,1.06,1,0,1,0.87,-0.35,-1.23,2,0%,0.5,0.08,50%,0.81,1,0,0,48,4,0,? 0.00,"? 1,46,821.42",2025,753
0,2.06,1,0,0,-0.66,0,0.48,1,87%,0.2,0.16,0%,0.38,0,1,0,32,5,1,"? 1,06,290.64","? 1,21,982.73",2025,850
0,-0.32,1,0,1,0.29,-0.35,-1.23,2,0%,0.5,0.1,0%,-1.63,0,0,0,42,4,1,? 0.00,"? 6,232.31",2025,620
0,0.13,0,0,1,-0.66,-0.7,0.51,1,60%,0.33,0.09,33%,1.43,1,0,1,32,3,1,"? 1,08,586.86","? 1,82,355.21",2025,663
0,0,1,0,1,0.1,-0.35,-1.23,2,0%,0.5,0.1,50%,0.83,1,0,0,40,4,1,? 0.00,"? 1,47,715.83",2025,651
0,-1.38,0,1,1,0.01,-0.7,-1.23,2,0%,0.67,0.08,67%,-1.52,1,0,0,39,3,0,? 0.00,"? 12,465.51",2025,517
0,0.11,1,0,1,0.87,-0.7,0.7,1,125%,0.33,0.06,0%,-0.06,0,0,0,48,3,0,"? 1,20,320.54","? 96,463.25",2025,661
0,-1.87,1,0,1,-0.85,-0.7,0.4,1,199%,0.33,0.1,33%,-0.86,1,0,0,30,3,1,"? 1,01,140.76","? 50,906.65",2025,470
0,-0.25,0,0,1,-0.37,-0.35,0.19,1,268%,0.25,0.11,25%,-1.17,1,0,1,35,4,1,"? 88,109.81","? 32,825.50",2025,626
0,-0.47,0,0,0,0.39,1.03,0.78,2,523%,0.25,0.19,0%,-1.32,0,1,1,43,8,1,"? 1,25,338.80","? 23,970.13",2025,605
0,0.22,1,0,0,0.39,-0.35,0.26,2,55%,0.5,0.09,50%,1.17,1,1,0,43,4,1,"? 92,599.55","? 1,67,336.78",2025,672
0,1.05,0,0,0,0.58,-0.7,0.46,2,117%,0.67,0.07,67%,-0.18,1,1,1,45,3,0,"? 1,05,426.50","? 89,773.45",2025,752
0,-0.25,0,1,1,-1.23,1.03,-1.23,2,0%,0.25,0.31,0%,1.59,0,0,0,26,8,0,? 0.00,"? 1,91,420.71",2025,626
0,-1.12,1,0,0,0.39,1.03,1.11,1,1407%,0.13,0.19,13%,-1.56,1,1,0,43,8,0,"? 1,45,618.37","? 10,350.74",2025,542
0,-0.95,1,0,0,-0.09,1.03,0.3,1,110%,0.13,0.21,13%,-0.24,1,1,0,38,8,1,"? 95,139.41","? 86,575.46",2025,559
0,0.29,1,0,1,-0.18,0.69,-0.04,1,38%,0.14,0.19,0%,1.64,0,0,0,37,7,1,"? 74,260.03","? 1,94,617.98",2025,679
0,0.37,0,1,0,-0.37,-0.35,-1.23,2,0%,0.5,0.11,50%,1.04,1,1,0,35,4,1,? 0.00,"? 1,59,676.55",2025,686
0,1.79,0,1,0,-0.09,-0.7,-1.23,2,0%,0.67,0.08,0%,1.61,0,1,0,38,3,1,? 0.00,"? 1,92,800.25",2025,824
0,1.54,1,0,0,-0.85,1.38,-1.23,2,0%,0.22,0.3,0%,0.64,0,1,0,30,9,1,? 0.00,"? 1,36,827.96",2025,799
0,0.39,0,1,0,0.67,-0.7,-1.23,2,0%,0.67,0.07,67%,0.08,1,1,0,46,3,0,? 0.00,"? 1,04,902.68",2025,688
0,-1.08,1,0,0,-0.85,0,-1.23,2,0%,0.4,0.17,40%,1.71,1,1,0,30,5,0,? 0.00,"? 1,98,543.09",2025,546
0,-0.04,1,0,1,-0.37,-0.35,0.76,1,147%,0.25,0.11,0%,-0.28,0,0,0,35,4,1,"? 1,23,761.68","? 83,910.40",2025,647
0,-1.17,0,1,0,-0.09,-1.39,-1.23,2,0%,2,0.03,200%,-1.02,1,1,0,38,1,0,? 0.00,"? 41,233.97",2025,537
0,1.48,0,1,1,-0.56,1.03,-1.23,2,0%,0.25,0.24,0%,-0.15,0,0,0,33,8,0,? 0.00,"? 91,340.02",2025,794
0,-0.32,1,0,1,0.2,-0.7,-1.23,2,0%,0.67,0.07,67%,0.65,1,0,0,41,3,1,? 0.00,"? 1,37,309.06",2025,620
0,1.61,1,0,1,0.1,0,0.07,1,56%,0.2,0.13,20%,0.74,1,0,0,40,5,1,"? 80,613.93","? 1,42,838.64",2025,806
0,-1.28,0,1,1,-0.18,0,0.28,2,67%,0.4,0.14,40%,0.68,1,0,0,37,5,1,"? 93,722.73","? 1,39,093.73",2025,527
0,0.93,1,0,1,-0.28,0.69,-1.23,1,0%,0.14,0.19,14%,-1.51,1,0,0,36,7,1,? 0.00,"? 13,177.40",2025,740
0,-0.43,1,0,1,-1.23,0.69,-1.23,2,0%,0.29,0.27,0%,-0.03,0,0,0,26,7,1,? 0.00,"? 98,463.99",2025,609
0,1.53,0,0,0,-0.09,-0.35,0.84,1,82%,0.25,0.11,0%,0.99,0,1,1,38,4,1,"? 1,29,055.13","? 1,57,147.59",2025,798
0,0.42,1,0,1,-0.85,1.38,-1.23,1,0%,0.11,0.3,0%,-0.88,0,0,0,30,9,1,? 0.00,"? 49,594.02",2025,691
0,1.33,1,0,1,2.2,1.72,0.68,1,102%,0.1,0.16,10%,0.29,1,0,0,62,10,0,"? 1,19,096.55","? 1,16,977.89",2025,779
0,-0.35,1,0,0,-0.47,-1.73,0.88,2,72%,2,0,0%,1.45,0,1,0,34,0,1,"? 1,31,244.65","? 1,83,229.02",2025,617
0,0.86,1,0,0,-0.95,-1.73,1.02,1,789%,1,0,0%,-1.43,0,1,0,29,0,1,"? 1,39,994.66","? 17,744.72",2025,734
0,-0.9,1,0,0,-0.56,-0.35,0.95,1,215%,0.25,0.12,0%,-0.64,0,1,0,33,4,1,"? 1,35,946.26","? 63,170.00",2025,564
0,1.85,0,0,0,-0.18,-0.7,0.43,1,9286%,0.33,0.08,0%,-1.72,0,1,1,37,3,0,"? 1,03,457.76","? 1,114.12",2025,829
0,0.52,0,0,1,-1.52,0,1.76,2,243%,0.4,0.22,40%,-0.41,1,0,1,23,5,1,"? 1,86,101.18","? 76,611.33",2025,701
0,-0.22,0,1,1,-0.37,-0.35,1.57,2,110%,0.5,0.11,50%,1.01,1,0,0,35,4,0,"? 1,74,588.80","? 1,58,420.14",2025,629
0,0.1,1,0,1,-1.9,0,0.82,1,316%,0.2,0.26,20%,-1.04,1,0,0,19,5,1,"? 1,27,649.64","? 40,368.65",2025,660
0,0.43,0,1,0,0.48,1.03,-1.23,1,0%,0.13,0.18,13%,1.03,1,1,0,44,8,0,? 0.00,"? 1,59,069.37",2025,692
0,1.04,0,0,0,-0.28,0.34,1.5,2,612%,0.33,0.17,33%,-1.26,1,1,1,36,6,1,"? 1,69,831.46","? 27,758.36",2025,751
0,0.54,1,0,1,-1.04,-1.04,0.08,2,50%,1,0.07,100%,1.09,1,0,0,28,2,0,"? 81,173.83","? 1,62,812.16",2025,703
0,0.54,0,0,1,0.29,1.38,-0.21,1,46%,0.11,0.21,11%,0.65,1,0,1,42,9,0,"? 63,227.00","? 1,37,316.32",2025,703
0,0.76,0,1,1,0.01,-0.7,-1.23,2,0%,0.67,0.08,67%,-0.08,1,0,0,39,3,0,? 0.00,"? 95,562.81",2025,724
0,-1.28,0,0,1,1.82,-0.7,0.97,1,109%,0.33,0.05,33%,0.45,1,0,1,58,3,1,"? 1,37,318.42","? 1,26,144.96",2025,527
0,-0.21,0,1,0,-1.71,-1.39,0.15,1,64%,1,0.05,100%,0.57,1,1,0,21,1,1,"? 85,818.18","? 1,33,102.30",2025,630
0,-0.58,1,0,1,-0.28,0.34,1.24,1,114%,0.17,0.17,0%,0.61,0,0,0,36,6,0,"? 1,53,880.15","? 1,35,431.72",2025,594
0,0.94,0,0,0,-1.9,1.03,0.52,2,437%,0.25,0.42,0%,-1.31,0,1,1,19,8,1,"? 1,08,711.57","? 24,857.25",2025,741
0,-0.18,1,0,1,-0.18,0.69,1.04,1,113%,0.14,0.19,14%,0.43,1,0,0,37,7,1,"? 1,41,546.35","? 1,24,830.11",2025,633
0,-1.24,1,0,1,-0.76,-0.7,0.32,1,170%,0.33,0.1,0%,-0.75,0,0,0,31,3,1,"? 96,288.26","? 56,794.73",2025,531
0,0.5,0,1,1,0.77,-1.39,-1.23,2,0%,2,0.02,200%,-1.22,1,0,0,47,1,0,? 0.00,"? 30,117.44",2025,699
0,-0.79,0,1,1,-0.85,0,0.7,1,87%,0.2,0.17,0%,0.66,0,0,0,30,5,1,"? 1,20,355.00","? 1,37,793.35",2025,574
0,-0.71,1,0,1,-0.95,-0.35,-1.23,2,0%,0.5,0.14,0%,0.97,0,0,0,29,4,0,? 0.00,"? 1,56,153.27",2025,582
0,0.44,1,0,1,-0.95,-1.04,1.2,1,77%,0.5,0.07,0%,1.69,0,0,0,29,2,0,"? 1,51,352.74","? 1,97,145.89",2025,693
0,-0.67,0,1,1,-0.95,-1.04,0.9,1,366%,0.5,0.07,50%,-1.11,1,0,0,29,2,1,"? 1,32,450.24","? 36,176.63",2025,586
0,-1.64,0,0,1,0.01,1.72,0.77,2,84%,0.2,0.26,0%,0.84,0,0,1,39,10,1,"? 1,24,576.65","? 1,48,584.61",2025,492
0,1.98,0,1,1,0.67,1.38,-1.23,1,0%,0.11,0.2,0%,-1.44,0,0,0,46,9,0,? 0.00,"? 17,268.02",2025,842
0,-0.44,0,0,1,-1.52,1.03,1.94,2,170%,0.25,0.35,25%,0.28,1,0,1,23,8,1,"? 1,97,715.93","? 1,16,124.28",2025,608
0,0.36,0,1,1,-0.47,0.34,0.11,1,862%,0.17,0.18,0%,-1.57,0,0,0,34,6,0,"? 83,264.28","? 9,663.28",2025,685
0,-1.11,1,0,1,-0.37,0,0.98,1,220%,0.2,0.14,0%,-0.66,0,0,0,35,5,0,"? 1,37,482.19","? 62,389.35",2025,543
0,1.91,0,0,0,-0.95,1.72,0.86,2,123%,0.2,0.34,0%,0.11,0,1,1,29,10,0,"? 1,30,420.20","? 1,06,276.55",2025,835
0,0.38,1,0,0,-0.85,0.34,-1.23,2,0%,0.33,0.2,0%,1.38,0,1,0,30,6,0,? 0.00,"? 1,79,206.92",2025,687
0,-1.23,0,1,0,2.58,-0.7,-1.23,1,0%,0.33,0.05,33%,0.26,1,1,0,66,3,1,? 0.00,"? 1,15,227.02",2025,532
0,0.28,1,0,0,-1.61,0.34,0.67,2,60%,0.33,0.27,33%,1.66,1,1,0,22,6,1,"? 1,18,064.93","? 1,95,424.01",2025,678
0,-0.19,1,0,1,0.29,-0.35,0.8,1,125%,0.25,0.1,0%,0.02,0,0,0,42,4,1,"? 1,26,115.60","? 1,00,998.50",2025,632
0,-0.22,0,1,1,-0.66,-0.7,-1.23,2,0%,0.67,0.09,67%,-1.47,1,0,0,32,3,1,? 0.00,"? 15,404.64",2025,629
0,1.01,0,1,1,2.01,-0.7,-1.23,2,0%,0.67,0.05,67%,-0.38,1,0,0,60,3,1,? 0.00,"? 78,194.37",2025,748
0,-0.21,0,1,1,-0.85,-0.7,-1.23,2,0%,0.67,0.1,67%,-1.56,1,0,0,30,3,0,? 0.00,"? 10,486.69",2025,630
0,-1.34,1,0,1,0.39,1.03,-1.23,1,0%,0.13,0.19,13%,-0.12,1,0,0,43,8,1,? 0.00,"? 93,180.09",2025,521
0,-1.66,1,0,0,-0.37,0.69,0.5,1,2737%,0.14,0.2,14%,-1.67,1,1,0,35,7,1,"? 1,07,749.03","? 3,937.37",2025,490
0,-0.12,1,0,0,1.06,0.34,0.62,2,217%,0.33,0.12,33%,-0.82,1,1,0,50,6,1,"? 1,15,335.32","? 53,130.41",2025,639
0,-0.31,1,0,1,-1.23,-1.04,-0.02,1,170%,0.5,0.08,50%,-0.97,1,0,0,26,2,0,"? 75,237.54","? 44,220.40",2025,621
0,-1.36,1,0,1,0.01,-1.04,0.58,2,116%,1,0.05,0%,-0.04,0,0,0,39,2,1,"? 1,12,957.26","? 97,593.16",2025,519
0,0.49,1,0,0,0.01,-0.35,-1.23,2,0%,0.5,0.1,50%,-0.92,1,1,0,39,4,0,? 0.00,"? 47,455.82",2025,698
0,0.12,1,0,0,-0.18,0,-1.23,2,0%,0.4,0.14,0%,0.9,0,1,0,37,5,1,? 0.00,"? 1,51,871.84",2025,662
0,0.45,0,1,1,-0.76,0,-1.23,1,0%,0.2,0.16,0%,-1.12,0,0,0,31,5,1,? 0.00,"? 35,593.18",2025,694
0,0.28,0,0,0,-0.18,1.03,1.16,2,694%,0.25,0.22,25%,-1.37,1,1,1,37,8,1,"? 1,49,000.91","? 21,472.42",2025,678
0,0.96,0,1,1,0.58,0.69,1.3,1,125%,0.14,0.16,0%,0.44,0,0,0,45,7,1,"? 1,57,332.26","? 1,25,424.42",2025,743
0,0.2,1,0,0,0.01,1.03,0.41,1,114%,0.13,0.21,0%,-0.19,0,1,0,39,8,0,"? 1,01,928.51","? 89,205.54",2025,670
0,0.37,0,0,0,0.01,-0.35,1.3,2,97%,0.5,0.1,0%,1.09,0,1,1,39,4,1,"? 1,57,731.60","? 1,62,820.60",2025,686
0,-0.43,0,1,1,-0.18,0,0.85,1,483%,0.2,0.14,20%,-1.27,1,0,0,37,5,1,"? 1,29,312.79","? 26,793.82",2025,609
0,-0.57,0,0,0,-0.66,-1.73,0.26,1,1958%,1,0,0%,-1.66,0,1,1,32,0,1,"? 92,466.21","? 4,721.30",2025,595
0,-0.39,0,0,0,-0.85,0,0.88,2,77%,0.4,0.17,0%,1.23,0,1,1,30,5,1,"? 1,31,563.88","? 1,70,638.98",2025,613
0,-1.45,1,0,1,0.48,0.34,-1.23,2,0%,0.33,0.14,33%,1.31,1,0,0,44,6,1,? 0.00,"? 1,75,518.31",2025,510
0,0.08,1,0,0,-1.42,-1.04,-1.23,2,0%,1,0.08,100%,-0.27,1,1,0,24,2,1,? 0.00,"? 84,694.49",2025,658
0,0.28,1,0,0,0.2,1.38,-1.23,1,0%,0.11,0.22,0%,-1.51,0,1,0,41,9,0,? 0.00,"? 13,160.03",2025,678
0,-0.3,0,1,0,0.2,1.38,-1.23,2,0%,0.22,0.22,22%,0.97,1,1,0,41,9,1,? 0.00,"? 1,55,786.39",2025,622
0,1.47,0,1,1,0.2,1.38,-1.23,2,0%,0.22,0.22,0%,0.91,0,0,0,41,9,1,? 0.00,"? 1,52,153.74",2025,793
0,-1.81,1,0,1,0.1,0.34,-1.23,1,0%,0.17,0.15,17%,-1.35,1,0,0,40,6,1,? 0.00,"? 22,735.45",2025,476
0,0.5,1,0,1,-0.47,-1.04,0.66,1,63%,0.5,0.06,0%,1.48,0,0,0,34,2,1,"? 1,17,468.67","? 1,85,227.42",2025,699
0,1.66,1,0,1,-0.76,0.69,0.66,1,65%,0.14,0.23,14%,1.43,1,0,0,31,7,1,"? 1,17,799.28","? 1,82,372.35",2025,811
0,-0.43,1,0,1,-0.18,0.34,-1.23,2,0%,0.33,0.16,33%,-1.36,1,0,0,37,6,0,? 0.00,"? 22,030.72",2025,609
0,-0.93,0,1,1,-1.04,0.34,0.76,1,175%,0.17,0.21,17%,-0.51,1,0,0,28,6,1,"? 1,23,692.00","? 70,548.96",2025,561
0,-1.81,1,0,0,0.1,-0.35,-1.23,2,0%,0.5,0.1,0%,1.43,0,1,0,40,4,0,? 0.00,"? 1,82,547.04",2025,476
0,0.25,1,0,0,-0.66,-1.04,1.27,1,159%,0.5,0.06,0%,-0.04,0,1,0,32,2,1,"? 1,55,663.31","? 97,658.66",2025,675
0,-0.33,0,0,0,1.25,1.03,0.76,1,519%,0.13,0.15,0%,-1.32,0,1,1,52,8,0,"? 1,24,099.13","? 23,904.52",2025,619
0,0.34,1,0,0,-0.37,0.34,1.78,2,494%,0.33,0.17,33%,-1.08,1,1,0,35,6,1,"? 1,87,530.66","? 37,976.36",2025,683
0,0.49,1,0,1,-0.09,-1.04,0.86,1,313%,0.5,0.05,50%,-1.02,1,0,0,38,2,1,"? 1,30,015.24","? 41,595.30",2025,698
0,0.52,0,0,1,0.2,-1.73,1.19,1,118%,1,0,100%,0.48,1,0,1,41,0,0,"? 1,50,844.94","? 1,27,623.36",2025,701
0,-0.61,1,0,1,3.06,-0.35,-1.23,2,0%,0.5,0.06,50%,-1.44,1,0,0,71,4,0,? 0.00,"? 17,013.54",2025,592
0,0.2,0,1,0,-1.8,-0.35,-1.23,2,0%,0.5,0.2,0%,0.34,0,1,0,20,4,1,? 0.00,"? 1,19,759.24",2025,670
0,-1.49,1,0,0,-0.37,-1.39,-1.23,2,0%,2,0.03,0%,-0.14,0,1,0,35,1,0,? 0.00,"? 92,131.54",2025,507
0,-0.52,0,1,0,-1.14,0.34,-1.23,2,0%,0.33,0.22,33%,1.25,1,1,0,27,6,1,? 0.00,"? 1,72,031.22",2025,600
0,0.29,0,1,1,-0.56,-0.35,0.31,1,8192%,0.25,0.12,0%,-1.72,0,0,0,33,4,1,"? 96,110.22","? 1,173.23",2025,679
